NCBI_ID,Journal,Publishers,Country_of_Publication,Language,Description,eISSN,ISSN,Year_1st_Published,Journal_URL
8504882,Revista gaúcha de enfermagem,Escola de Enfermagem da Universidade Federal do Rio Grande e do Sul,Brazil,por," Description based on: V. 5, n. 1 (jan. 84); title from cover. Organ of the: Escola de Enfermagem da Universidade Federal do Rio Grande do Sul.",1983-1447,0102-6933,1979,http://www.seer.ufrgs.br/index.php/RevistaGauchadeEnfermagem
9420934,Revista latino-americana de enfermagem,"Escola de Enfermagem de Ribeirão Preto, Universidade de São Paulo",Brazil,eng," Title from cover. Print issues ceased with v. 22 (2014). Articles in Portuguese and Spanish; table of contents and summaries in Portuguese, Spanish, and English.  Search interface in English, Portuguese, and Spanish.",1518-8345,0104-1169,1993,http://www.scielo.br/scielo.php?script=sci_issues&pid=0104-1169&lng=en&nrm=iso
8215976,Revista paulista de enfermagem,Associacao Brasileira De Enfermagem-Secao Sao Paulo,Brazil,por, Title from cover. Articles in Portuguese; table of contents in English and Portuguese. Official organ of ABEn-SP.,,0100-8889,1981,
100956124,"Revolution (Oakland, Calif.)",Center for Caregiver and Patient Advocacy,United States,eng, Title from cover.,,1059-0927,2000,
9211449,"Revolution (Staten Island, N.Y.)",A.D. Von Publishers,United States,eng, Quarterly. Title from cover.,,,1991,
1267175,Revue de l'infirmière,Elsevier Masson,France,fre," Occasional issues for 1982-    called: Revue de l'infirmière.  Informations. Issues for 1981 have odd numbers only. Issued by the Croix-Rouge française (Fondatrice). Absorbed Revue de l'infirmière.  Informations, Jan. 1982.",,1293-8505,1971,
1267176,Revue de l'infirmière et de l'assistante sociale,,France,fre," Organ of the Association nationale française des infirmiers et infirmières diplomés d'etat, Jan. 1963-July/Sept. 1970. Issued by the Croix-Rouge française.",,0397-7900,1951,
8102464,Revue de l'infirmière. Informations,Expansion scientifique française,France,fre, Title from cover. Some issues for 1974-1979 bound with: Revue de l'infirmière. Issues for 1981 also carry even numbering. Issued    -Dec. 1981 by the Croix-Rouge français e (Fondatrice).,,0397-7897,1974,
0420205,La Revue des infirmières et infirmiers auxiliaires du Québec,Professional Corporation Of Nursing Assistants Of Quebec,Canada,eng," Issue for Mar. 1977 bears vol. numbering XLX but constitutes v. 50, no. 1. Text in French and English.",,0316-411X,1974,
7905060,The Rhodesia nurse,Rhodesia Nurses Assn.,Zimbabwe,eng, Magazine of the Rhodesia Nurses Association.,,0250-4898,1978,
0233441,The Rhodesian nurse,Rhodesian Nurses Association,Zimbabwe,eng, Journal of the Rhodesia Nurses' Association. Superseded in part by The Rhodesia nurse.,,,1967,
8408033,Rivista dell'infermiere,Pensiero Scientifico Editore,Italy,ita," Description based on: 83/1 (mar. 1983); title from cover. Issues for <mar. 1983>-ott.-dic. 1998 also called <anno 2, no. 1>-v. 17, no. 4. Articles in Italian; summaries in English and Italian.",,1120-3803,1982,
8309700,RN (For managers),Medical Economics,United States,eng, Issues for May-Dec. 1983 have no edition statement. Contents identical to RN plus a section for managers. Description based on: Aug. 1982; title from cover. Carries also the vol. numbering of RN.,,0885-8667,1982,
20010080R,RN,Advanstar Communications,United States,eng," Some issues accompanied by supplements on special topics. Has supplements: Nursing opportunities,    -1999; RN careersearch, 2000- .",,0033-7021,1937,
7902968,RN Idaho,Idaho Nurses Association,United States,eng, Official publication of the Idaho Nurses' Association.,,0192-298X,1977,
0371232,RNABC news,Registered Nurses Association Of British Columbia,Canada,eng," Issues for Jan. 1969-Apr./May 1973 have no vol. numbering but constitute v. 1-5, no. 3.",,0048-7104,1969,
0251242,RNAO news,Registered Nurses Association Of Ontario,Canada,eng,,,0048-7112,1965,
9005735,Rogerian nursing science news : newsletter of the Society of Rogerian Scholars,The Society,United States,eng," Title from caption. Three times a year (June, Oct., and Feb.).",,1050-9089,1988,
0046024,SA nursing journal. SA verplegingstydskrif,S. A. Verpleegstersvereniging,South Africa,eng, Title order varies.,,,1963,
0366565,Sairaanhoidon vuosikirja,Sairaanhoitajien Koulutussaatio,Finland,fin, Called also The Yearbook of nursing. Some v. combined. Summaries in English. Continued by: Hoitotiede.,,0301-0651,1958,
9114981,"Sairaanhoitaja (Helsinki, Finland : 1991)",Suomen sairaanhoitajaliito,Finland,fin," Description based on: 3/91; title from cover. In Finnish, with some articles in Swedish; some article summaries in English.",,0785-7527,1991,
0105422,Sairaanhoitaja. Sjuksköterskan,Suomen Sairaanhoitajaliitto,Finland,fin, Text in Finnish or Swedish. Organ of Suomen sairaanhoitajaliitto. Continues Sairaanhoitajalehti. Absorbed Epione in 1966. Merged with Laboratoriohoitaja and Lastenhoitajalehti to form Tehy.,,0036-3278,1966,
0102640,Sairaanhoitajalehti,Sairaanhoitajain Liitto,Finland,fin," Organ of the Suomen sairaanhoitajain liitto, 19  ?-May 1961; of the Sairaanhoitajain liitto, June 1961-Dec. 1965. Continued by Sairaanhoitaja.",,,1925,
9014566,Santé Québec : revue de la Corporation professionnelle des infirmières et infirmiers auxiliaires du Québec,Ordre des infirmières et infirmiers auxiliaires du Québec,Canada,eng," Title from cover. Issue for automne 1998 misnumbered as Vol. 71, no. 3. Articles in French with some also in English. Vols. for <1995-> issued by:  Ordre des infirmières et infirmiers auxiliaires du Québec.",,1180-3983,1990,
0121503,Santo Tomas nursing journal,University Of Santo Tomas College Of Nursing,Philippines,eng, Suspended Mar. 1976?-Jan. 1978.,,0048-9123,1962,
8804206,Scandinavian journal of caring sciences,Taylor & Francis,Sweden,eng," Title from cover. Place of publication varies. Print issues ceased with v. 29, no. 4 (Dec. 2015). Initiated by the Society: Nordic College of Caring Science.",1471-6712,0283-9318,1987,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-6712
7514117,School health review,"American Alliance for Health, Physical Education, and Recreation [etc.]",United States,eng," Issued Sept. 1969-May/June 1974 by the Alliance under its earlier name: American Association for Health, Physical Education, and Recreation.",,0036-6579,1969,
100956395,School nurse news,Health Information Publications,United States,eng," Description based on: Vol. 11, issue 4 (Sept. 1994); title from caption. Print issues ceased with volume 27, no. 5 (2010).",,1080-7543,19uu,
0045677,Schwestern Revue,Schwestern-Revue],Germany,ger,,,0048-9549,1963,
8503185,SCI nursing : a publication of the American Association of Spinal Cord Injury Nurses,American Association of Spinal Cord Injury Nurses,United States,eng, Title from caption.,,0888-8299,1984,
101775189,The science of diabetes self-management and care,Sage Publications,,eng, Official research publication of the Association of Diabetes Care and Education Specialists.,2635-0114,2635-0106,2021,http://tde.sagepub.com/
9878961,Scna Newsletter,South Carolina Nurses Association,United States,eng,,,0199-3399,1979,
9213446,Sei Roka Kango Daigaku kiyō,Dō Daigaku,Japan,jpn, Description based on: Dai 17-gō (1991-nen); title from cover. Articles chiefly in Japanese with some in English; table of contents and summaries in both languages.,,0289-2863,1975,
9884653,Semina,Universidade Estadual De Londrina,Brazil,por,,,0101-3742,1978,
9431621,Seminars for nurse managers,W.B. Saunders Co.,United States,eng," Each issue also has individual title. Description based on surrogate. Vol. 1,1993 complete in 2 issues.",,1066-3851,1993,
9206988,Seminars in perioperative nursing,W.B. Saunders Co.,United States,eng, Quarterly. Title from cover. Each issue also with distinctive title.,,1056-8670,1992,
8500287,Senior nurse,Nursing Standard Publications,England,eng, Title from cover.,,0265-9999,1984,
8805715,Series on nursing administration,Mosby-Year Book,United States,eng," Place of publication varies. ""Developed and managed at the University of Iowa College of Nursing.""",,0895-4364,1988,
8601748,"Servir (Lisbon, Portugal)",[s.n.,Portugal,por," Description based on: Vol. 32, n. 4 (julho-agosto 1984); title from cover.",,0871-2379,1953,
9879321,Shstf,Studenlitteratur,Sweden,swe,,,,,
9423167,Sjuksköterskan,Svensk sjuksköterskeförening,Sweden,swe, Description based on: maj 1983; title from cover.,,0280-3526,1983,
8505332,The Society for Nursing History gazette,The Society,United States,eng," Description based on: Vol. 5, no. 1 (spring 1985); title from caption.",,0886-9278,1981,
0313161,"Sogo kango. Comprehensive nursing, quarterly",Gendaisha.,Japan,jpn," Issues for Sept. 1966-Jan. 1968 have English title: Comprehensive nursing, monthly.",,0038-0660,1966,
8406863,Soins. Cardiologie,SFIREC,France,fre,,,0755-1916,1983,
8406864,"Soins. Chirurgie (Paris, France : 1982)",SFIREC,France,fre, Description based on: No 22 (déc. 82); title from cover.,,0249-6429,1982,
8203333,Soins. Chirurgie,Sfirec,France,fre, Title from cover.,,,1981,
8215995,Soins. Chirurgie generale et specialisée,Sfirec,France,fre, Title from cover.,,,1981,
9310889,"Soins. Formation, pédagogie, encadrement : avec la participation du CEEIEC",Masson,France,fre," Published: Paris : Masson, <1995>-1999.",,1163-4723,1992,
9616322,Soins. Gérontologie,Masson,France,fre, Title from cover.,,1268-6034,1996,
8209882,"Soins. Gynécologie, obstétrique, puériculture",S.F.I.R.E.C.,France,fre, Title from cover.,,0151-6655,1980,
8213615,"Soins. Gynécologie, obstétrique, puériculture, pédiatrie",S.F.I.R.E.C.,France,fre," Title from cover. Published: InterEditions,   -1994.",,0766-1193,1981,
20910580R,Soins; la revue de référence infirmière,Masson.,France,fre," Issues for 1956-   have subtitle: Revue médicale des communautés religieuses. Published: SFIREC, Société française d'investissements, de recherches et de   communications, <1956->",,0038-0814,1956,
8215994,Soins. Pathologie tropicale,Sfirec,France,fre, Description based on: 29 (juin 1981); title from cover.,,0222-9307,1978,
9604503,"Soins. Pédiatrie, puériculture",Masson,France,fre," Description based on surrogate of: No 167-169 (nov.-déc 1995); title from cover. Some issues combined. Continues: Soins. Gynécologie, obstétrique, puériculture, pédiatrie.",,1259-4792,1995,
8203334,Soins. Psychiatrie,Masson,France,fre, Description based on: 8 (mars 1981); title from cover.,,0241-6972,1980,
8913099,The South Carolina nurse,South Carolina Nurses Association,United States,eng," Description based on: Vol. 4, no. 1 (spring 1989); title from cover.",,1046-7394,1986,
9423819,"South Carolina nurse (Columbia, S.C. : 1994)",South Carolina Nurses Association,United States,eng, Title from caption. Vol. 2 no. 4 misnumbered Vol. 2 no. 3; Vol. 3 no 1 misnumbered Vol. 2 no. 3.,,2376-4317,1994,
20920370R,South Carolina nursing,South Carolina Nurses Association,United States,eng," To be superseded by Newsletter after winter 1973/74 v. 22, no. 1 1973/74 Official journal of the South Carolina State Nurses Association. Supersedes Palmetto leaves.",,0038-3155,1949,
0044560,The South Dakota nurse,South Dakota Nurses Association,United States,eng, Issued by the South Dakota Nurses' Association.,,0038-335X,1957,
9004141,SPVN : journal of the Society for Peripheral Vascular Nursing,Society For Peripheral Vascular Nursing,United States,eng," Description based on: Vol. 4, no. 1 (Mar. 1988); title from cover. Official publication of: the Society for Peripheral Vascular Nursing, Mar. 1988?-June 1990.",,,1983,
9875635,Stat,Wisconsin Nurses Association.,United States,eng," ""Bulletin of the Wisconsin Nurses Association.""",,0038-9986,19uu,
8609408,State nursing legislation quarterly,National Council Of State Boards Of Nursing,United States,eng, Title from cover.,,0891-8341,1985,
9439500,STN's journal of trauma nursing : the official journal of the Society of Trauma Nurses,Nursecom,United States,eng, Title from cover.,,1076-4747,1994,
0270745,Supervisor nurse,S. N. Publications.,United States,eng," Vol. 4, no. 11-12 combined as no. 11. Continued by Nursing management.",,0039-5870,1970,
0421366,Sygeplejersken,Dansk sygeplejeråd.,Denmark,dan," Årg. 101, nr. 52 for 2001 never published. Issues for 1978?-    accompanied by an occasional supplement with title: Perspektiv. Supplement with English title The Nurse : ICN 2001 special edition was published in June 2001 in conjunction with the International Council of Nurses Congress.  It consists articles translated into English which are representative of the content found in regular issues of the journal.",,0106-8350,1972,
21040500R,Sykepleien,Norsk Sykepleierforbund,Norway,nor," Vols. for 1988-   have supplement: Aids info. Vols. for 1988?-   with: Aids info. Ceased with 77. ārg., nr. 15/89, 14. sept. [1989]. Supplements accompany some numbers. Organ of Norsk sykepleierforbund. Split into: Fag tidsskriftet sykepleien, and: Journalen sykepleien.",,0039-7628,1912,
9313367,Sykepleien. Fag,Norsk Sykepleierforbund,Norway,nor," Title from cover. Merged with: Journalen sykepleien, to become: Tidsskriftet sykepleien.",,0804-1342,1992,
1264143,Taehan kanho. The Korean nurse,Taehan Kanho Hyŏphoe,Korea (South),kor,,,0047-3618,1961,
21110560R,Tar heel nurse,North Carolina State Nurses Association,United States,eng," Vol. 46, no.3 is misnumbered no. 2. Official bulletin of the North Carolina State Nurses' Association. Continues North Carolina State Nurses' Association.  New letter.",,0039-9620,1941,
9102869,Tennessee nurse,Tennessee Nurses Association,United States,eng, Bimonthly. Title from cover. Official publication of: the Tennessee Nurses Association. Continues: Bulletin - Tennessee Nurses Association.,,1055-3134,1990,
0436240,Texas nursing,Texas Nurses Association,United States,eng, Official publication of the Texas Nurses Association. Continues Bulletin - Texas Nurses Association.,,0095-036X,1973,
7605750,Thai journal of nursing,Samākom Phayābān hāeng Prathēt Thai.,Thailand,eng, Added title in Thai. Journal of the Nurses' Association of Thailand. Continues Chot mai hēt kān phayābān.,,0125-0078,1972,
7610665,Tidskrift för sjukvårdspedagoger,Svensk Sjukskotersheforening. Pedagogiska Sektionen,Sweden,swe," Organ of the Pedagogiska sektion of the Svensk sjuksköterskeförening, 1974-1976; of the Hälso- och sjukvårdslärarnas riksförening within the Svenska facklärarförbund, 1977-1979; of the Riksförening för v/a1/ard- och barnavårdslärare within the Svenska facklärarförbund, 1980-1981. Continues Pedagogiska sektionens medlemsblad - Svensk sjuksköterskeförening. Continued by Omvårdaren.",,0346-2722,1974,
7708470,Tidskrift för Sveriges sjuksköterskor,Svensk Sjukskoterskeforening,Sweden,swe," Journal of the Svensk sjuksköterskeförening, 1969-76. Superseded by Vårdfacket.",,0037-6027,1934,
0421367,Tidsskrift for sygeplejersker,Dansk Sygeplejeraand,Denmark,dan, Part of title on microfilm.,,0049-3856,1901,
9603908,Tidsskriftet sykepleien,Nyheter,Norway,nor," Title from cover. Latest issue consulted: 93. årg., nr. 18 (24. nov. 2005). Organ of: Norsk sykepleierforbund. Merger of: Journalen sykepleien, and: Sykepleien. Fag.",1892-6304,0806-7511,1995,
8411420,"Tijdschrift voor bejaarden-, kraam- en ziekenversorging : bkz",Uitgeversmaatschappij De Tijdstroom,Netherlands,dut," ""Waarin opgenomen het maanblad ... 'De Ooievaar'."" Description based on 14de jaarg., no. 2 (feb. 1981); title from cover. Continued by: Tijdschrift voor verzorgenden.",,0049-3880,1968,
7505126,Tijdschrift voor ziekenverpleging,,Netherlands,dut, Issues for 15 July 1969-       called also jaarg. 79- Organ of the Federatie van Verenigingen die de Verpleging en Andere Onderdelen van de Gezondheidszorg Bevorderen. Continues TVZ.  Tidschrift for ziekenverpleging. Continued by: TVZ.,,,1969,
7809746,Tímarit Hjúkrunarfélags Islands,Hjukrunarfelags Islands,Iceland,ice,,,0046-7634,1960,
7911719,Today's OR nurse,Slack],United States,eng,,,0194-5181,1979,
9606921,Today's surgical nurse,"Slack, Inc.",United States,eng, Title from cover.,,1087-1667,1996,
7906353,Topics in clinical nursing,Aspen Systems Corp.,United States,eng, Continued by: Holistic nursing practice.,,0164-0534,1979,
8612916,Tradimus : the magazine for RCN nursing students,RCN,England,eng, Description based on: Issue 2 (summer 1986); title from cover. Some issues bound in: Nursing standard. Absorbed by: Nursing standard.,,0269-0977,1985,
24710250R,Transactions. National Safety Council. National Safety Congress,National Safety Council,United States,eng, Continues the Transactions of the council's Annual Safety Congress.,,0197-050X,1936,
9206683,"Trends in health care, law & ethics","R.L. McIntyre, Th.D. at the University of Medicine and Dentistry of New Jersey-Robert Wood Johnson Medical School",United States,eng, Quarterly. Title from caption. Approved for continuing education credit in Category 1 for the Physicians' Recognition Award of the American Medical Association.,,1062-5364,1992,
7802736,Türk hemşireler dergisi,Turk Hemsireler Dernegi Yayum Organi,Turkey,tur, Articles in Turkish; summaries in English. Official magazine of the Turkish Nurses' Association.,,0254-234X,1950,
8915593,TVZ : het vakblad voor de verpleging,Elsevier Bedrijfsinformatie,Netherlands,dut, Title from cover. Subtitle varies. Published jointly with: Stichting Publikaties voor Verpleegkundigen en Verzorgenden. Continues: Tijdschrift voor ziekenverpleging.,,0303-6456,1988,
7802522,UNA communiqué,Utah Nurses' Assn.,United States,eng," Vol. for May/June 1979 called v. 4, no. 3 but constitutes v. 5, no. 4. Official bulletin of the Utah Nurses' Association.",,0162-7287,1975,
21410020R,UNA nursing journal,Royal Victorian College Of Nursing,Australia,eng, Journal of the Royal Victorian College of Nursing.,,,1904,
9878819,Update On Ethics,National Center For Nursing Ethics,United States,eng,,,,1977,
8812256,Urologic nursing,"Anthony J. Jannetti, Inc",United States,eng, Imprint varies. Title from cover.,,1053-816X,1988,
21430480R,Utah nurse,Utah State Nurses Association,United States,eng, Official publication of Utah State Nurses Association.,,0049-5727,1950,
8700224,Vård i Norden,SAGE Publications,England,dan," Description based on: Årg. 6, nr. 1, published 1986; title from cover. Articles in Danish, English, Norwegian, or Swedish; summaries in English.",,0107-4083,1981,
7708473,Vårdfacket,Vårdförbundet,Sweden,swe, Journal of the Svenska hälso- och sjukvårdens tjänstemannaförbund. Supersedes Tidskrift för Sveriges sjuksköterskor.,,0347-0911,1977,
7900230,Vermont registered nurse,Vermont State Nurses Assn.,United States,eng, Official publication of the Vermont State Nurses Association.,,0191-1880,19uu,
9419243,Verpleegkunde,De Tijdstroom,Netherlands,dut," Description based on: 6th jahrg., nr. 1 (mei 1991); title from cover. Nederlands Vlaams tijdschrift foor verpleegkundigen. In Dutch; some articles with summaries in English, 1993?- .",,0920-3273,1986,
9425471,Verpleegkundigen en gemeenschapszorg : tijdschrift van de het Nationaal Verbond der Katholieke Vlaamse Verplegenden,N.V.K.V.V.,Belgium,dut," Title from cover. At head of title: NVKVV, feb. 1982- . Issued with title: Verpleegkundigen & gemeenschapszorg, 1994- . Issued by: Nationaal Verbond der Katholieke Vlaamse Verpleegkundigen, 1982?-   ; by: Nationaal Verbond der Katholieke Vlaamse Verpleegkundigen en Vroedvrouwen, 1986?- .",,,1975,
7609486,Viaţa medicală; revistă de informare profesională şi ştiinţifică a cadrelor medii sanitare,Editura Medicală.,Romania,rum, Subtitle varies slightly. Issues for 1974 called also new series. Issued by the Uniunea Societăţilor de Stiinţe Medicale. Continues Munca sanitară.,,,1974,
9307041,Vigilando,Johns Hopkins Nurses' Alumni Association,United States,eng, Description based on: Fall 1991; title from caption. Only one issue published in 1991.,,,1991,
0031221,Vina quarterly,Virgin Islands Nurses Association,Virgin Islands of the United States,eng, Official publication of the Virgin Islands Nurses Association (June 1964 of the association's District II).,,0049-6464,1964,
8005511,Virginia nurse,Virginia Nurses Association,United States,eng," Numbering irregular; issues for 1976 called v. 45 but constitutes v. 44.  Vol. 60, no. 2 called also summer issue 1992. Official publication of the Virginia Nurses' Association. Continues Virginia nurse quarterly. Continued by: Virginia nurses today.",,0270-7780,1976,
0042334,Virginia nurse quarterly,Virginia Nurses Association,United States,eng, Continued by Virginia nurse.,,0042-6695,1934,
9877427,Vital Signs,District Number Six Pennsylvania Nurses Association,United States,eng,,,,1976,
8005132,The Washington nurse,Washington State Nurses Assn.,United States,eng, Official publication of the Washington State Nurses Association.,,0734-5666,1977,
21610460R,Washington State journal of nursing,Washington State Nurses Association,United States,eng, Official publication of the Washington State Nurses' Association.,,0043-0781,1928,
21610700R,The Weather vane,West Virginia Nurses Association,United States,eng, Official publication of the West Virginia State Nurses Association.,,0043-1664,1932,
101266131,Women and birth : journal of the Australian College of Midwives,Elsevier,Netherlands,eng, Title from cover.,1878-1799,1871-5192,2006,http://www.sciencedirect.com/science/journal/18715192
101575677,Workplace health & safety,Sage,United States,eng,,2165-0969,2165-0799,2012,https://journals.sagepub.com/home/whs
9609641,"World of Irish nursing (Dublin, Ireland : 1995)",Medmedia,Ireland,eng, Title from cover. Official journal of the Irish Nurses Organisation and the National Council of Nurses of Ireland.,,1393-8088,1995,
0323527,World of Irish nursing,Irish Nurses Organisation,Ireland,eng, Official journal of the Irish Nurses' Organisation.,,0332-3056,1972,
101739664,Wound management & prevention,HMP,United States,eng,,2640-5245,2640-5237,2019,http://www.o-wm.com/archive
9875645,Wyoming nurses' newsletter,Wyoming Nurses Association,United States,eng, Description based on: Apr. 1969; title from caption.,,,19uu,
0061242,Xianggang hu li za zhi. The Hong Kong nursing journal,Xianggang hu li xue yuan,China,chi," None published 2008-2009. Text in English and Chinese; mostly in English, <2007>-.",,0073-3253,1965,
8303035,"Zambia nurse (Kitwe, Zambia : 1978)",Zambia Nurses Association],Zambia,eng," Description based on: v. 10, no. 1 (Apr./May 1978); title from cover.",,0044-1740,1978,
0235146,The Zambia nurse,Zambia Nurses Association,Zambia,eng, Official organ of the Zambia Nurses Association. Continued by the Zambia nurse journal.,,,1965,
0235147,The Zambia nurse journal,Zambia Nurses Association,Zambia,eng," Continues The Zambia nurse. Continued by the Zambia nurse (Kitwe, Zambia : 1978).",,,1968,
8102057,Zdravotnická pracovnice,Avicenum,Czech Republic,cze," At head of title: ZP, 1979-90. Description based on: roc̆. 5, c̆. 1, 1955. Supplements accompany some numbers. Some issues for 1970-    include v. 1-    of a separately paged supplement with title: Ceskoslovenske os̆etr̆ovatelství. Issued 1951?-59 by the Ministerstvo zdravotnictví of Czechoslovakia and the ROH-Svaz zamĕstnanců ve zdravotnictví; 1960-Sept. 1967 by the ministry and the UV Odborového svazu zamĕstnanců ve zdravotnictví; Oct. 1967-Jan. 1969 by the ministry and the UV Odborového svazu pracovníků zdravotnictví; 1974-    by the UV Odborového svazu pracovníků zdravotnictví, the Ministerstvo zdravotnictví CSR, and the Ministerstvo zdravotnictví SSR.",,0049-8572,1951,
8000272,Zeitschrift für Krankenpflege. Revue suisse des infirmières,"Schweizer Berufsverband Der Krankenschwestern Und Krankenpfleger, Pflegezweig Akp",Switzerland,fre," Text in German or French. Organ of the Schweizerischer Verband Diplomierter Krankenschwestern und Krankenpfleger, Jan. 1962-Apr. 1978; of the Schweizer Berufsverband der Krankenschwestern und Krankenpfleger, Pflegezweig AKP, May 1978-June 1979. Continues Schweizerische Blätter für Krankenpflege. Continued by Krankenpflege.  Soins infirmiers.",,0044-2941,1962,
8201928,Zhonghua hu li za zhi = Chinese journal of nursing,Chinese Nursing Association,China,chi," Description based on: 1981 nian, qi 1; title from cover. Numbering begins each year with qi 1? Articles in Chinese; table of contents in Chinese and English.",,0254-1769,1981,
8411431,The Zimbabwe nurse,Nurses Association of Zimbabwe,Zimbabwe,eng, Annual magazine of the Nurses Association of Zimbabwe.,,1012-9103,1980,
9878612,Zimbabwe Rhodesia Nurse,Zimbabwe Rhodesia Nurses Association,Zimbabwe,eng,,,,1979,
